Bank Name,Region,Address,Website,Page Link
87. ZIRAAT BANK UZBEKISTAN STOCK COMPANY YUNUSABAD BRANCH,Tashkent region,"Uzbekistan, 100017, Tashkent region, Tashkent, Yunusabad district, massif KIYOT, 36 B",yunusabad@ziraatbank.uz,https://www.yellowpages.uz/en/company/ziraat-bank-uzbekistan-stock-company-yunusabad-branch
88. ASIAN BANK OF A DEVELOPMENT REPRESENTATIVE OFFICE,Tashkent region,"Uzbekistan, 100027, Tashkent region, Tashkent, Shaykhantakhur district, street KORATOSH, 1",adburm@adb.org,https://www.yellowpages.uz/en/company/asian-bank-of-a-development-representative-office
"89. АКБ «Tenge Bank» , ЦБУ «Паркент»",Tashkent region,"Uzbekistan, 100000, Tashkent region, Tashkent, Yashnabad district, street PARKENT, 66",info@tengebank.uz,https://www.yellowpages.uz/en/company/tenge-bank-tashkent
"90. АКБ «Tenge Bank», ЦБУ «Ташкент»",Tashkent region,"Uzbekistan, 100000, Tashkent region, Tashkent, Yakkasaray district, street SHOTA RUSTAVELI, 12 A",info@tengebank.uz,https://www.yellowpages.uz/en/company/tenge-bank-branch
91. ALOKABANK STOCK COMMERCE BANK ANDIZHAN BRANCH,Andizhan region,"Uzbekistan, 710011, Andizhan region, Andijan , 11",andijon@aloqabank.uz,https://www.yellowpages.uz/en/company/alokabank-stock-commerce-bank-andizhan-branch
92. ALOKABANK STOCK COMMERCE BANK BUKHARA BRANCH,Bukhara region,"Uzbekistan, 200114, Bukhara region, Bukhara, street ZULFIYA, 6 А",buxoro@aloqabank.uz,https://www.yellowpages.uz/en/company/alokabank-stock-commerce-bank-bukhara-branch
93. ALOKABANK STOCK COMMERCE BANK HEAD OFFICE,Tashkent region,"Uzbekistan, 100047, Tashkent region, Tashkent, Mirabad district, avenue AMIR TEMUR, 4",info@aloqabank.uz,https://www.yellowpages.uz/en/company/alokabank-stock-commerce-bank-head-office
94. ALOKABANK STOCK COMMERCE BANK DZHIZAK BRANCH,Dzhizak region,"Uzbekistan, 130100, Dzhizak region, Jizak, street RASHIDOV, 6",jizzax@aloqabank.uz,https://www.yellowpages.uz/en/company/alokabank-stock-commerce-bank-dzhizak-branch
95. ALOKABANK STOCK COMMERCE BANK KARAKALPAK BRANCH,Republic of Karakalpakstan,"Uzbekistan, 230100, Republic of Karakalpakstan, Nukus, street ISLAM KARIMOV, 102",nukus@aloqabank.uz,https://www.yellowpages.uz/en/company/alokabank-stock-commerce-bank-karakalpak-branch
96. ALOKABANK STOCK COMMERCE BANK KASHKADARYA BRANCH,Kashkadarya region,"Uzbekistan, 180100, Kashkadarya region, Karshi, street MUSTAKILLIK, 7 A",qarshi@aloqabank.uz,https://www.yellowpages.uz/en/company/alokabank-stock-commerce-bank-kashkadarya-branch
97. ALOKABANK STOCK COMMERCE BANK KOKAND BRANCH,Fergana region,"Uzbekistan, 150702, Fergana region, Kokand, street TURKISTON, 1",aloqabank.uz,https://www.yellowpages.uz/en/company/alokabank-stock-commerce-bank-kokand-branch
98. ALOKABANK STOCK COMMERCE BANK NAVOI BRANCH,Navoi region,"Uzbekistan, 210600, Navoi region, Karmana region, settlement YANGI ARIK",quqon@aloqabank.uz,https://www.yellowpages.uz/en/company/alokabank-stock-commerce-bank-navoi-branch
99. ALOKABANK STOCK COMMERCE BANK NAMANGAN BRANCH,Namangan region,"Uzbekistan, 160103, Namangan region, Namangan, street TURAKURGAN, 75",namangan@aloqabank.uz,https://www.yellowpages.uz/en/company/alokabank-stock-commerce-bank-namangan-branch
100. ALOKABANK STOCK COMMERCE BANK SAMARKAND BRANCH,Samarkand region,"Uzbekistan, 140100, Samarkand region, Samarkand, street BUSTONSAROY, 36",samarqand@aloqabank.uz,https://www.yellowpages.uz/en/company/alokabank-stock-commerce-bank-samarkand-branch
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
1. ALOKABANK STOCK COMMERCE BANK SURKHANDARYA BRANCH,Surkhan-Darya region,"Uzbekistan, 190110, Surkhan-Darya region, Termez, street NAVOI, 9 А",aloqabank.uz,https://www.yellowpages.uz/en/company/alokabank-stock-commerce-bank-surkhandarya-branch
2. ALOKABANK STOCK COMMERCE BANK FERGANA BRANCH,Fergana region,"Uzbekistan, 150100, Fergana region, Fergana, street B. MARGILONI, 69 А",fargona@aloqabank.uz,https://www.yellowpages.uz/en/company/alokabank-stock-commerce-bank-fergana-branch
3. ALOKABANK STOCK COMMERCE BANK KHOREZM BRANCH,Khorezm region,"Uzbekistan, 220100, Khorezm region, Urgench, street AL-KHOREZMY, 106",xorazm@aloqabank.uz,https://www.yellowpages.uz/en/company/alokabank-stock-commerce-bank-khorezm-branch
4. ASAKA BANK STOCK COMMERCE BANK AUTOTRANSPORT BRANCH,Tashkent region,"Uzbekistan, 100100, Tashkent region, Tashkent, Yakkasaray district, travel 1-st MUKIMI, 9",avtotransport@asakabank.uz,https://www.yellowpages.uz/en/company/asaka-bank-stock-commerce-bank-autotransport-branch
5. ASAKA BANK STOCK COMMERCE BANK ANDIZHAN BRANCH,Andizhan region,"Uzbekistan, 170112, Andizhan region, Andijan , street MILLIY TIKLANISH, 41",andijan@asakabank.uz,https://www.yellowpages.uz/en/company/asaka-bank-stock-commerce-bank-andizhan-branch
6. ASAKA BANK STOCK COMMERCE BANK ASAKA BRANCH,Andizhan region,"Uzbekistan, 170200, Andizhan region, Asaka, street YAKUBOV, 14",babur@asakabank.uz,https://www.yellowpages.uz/en/company/asaka-bank-stock-commerce-bank-asaka-branch
7. ASAKA BANK STOCK COMMERCE BANK BUKHARA BRANCH,Bukhara region,"Uzbekistan, 200104, Bukhara region, Bukhara, 168 B",bukhara@asakabank.uz,https://www.yellowpages.uz/en/company/asaka-bank-stock-commerce-bank-bukhara-branch
8. ASAKA BANK STOCK COMMERCE BANK HEAD OFFICE,Tashkent region,"Uzbekistan, 100015, Tashkent region, Tashkent, Mirabad district, street NUKUS, 67",office@asakabank.uz,https://www.yellowpages.uz/en/company/asaka-bank-stock-commerce-bank-head-office
9. ASAKA BANK STOCK COMMERCE BANK DZHIZAK BRANCH,Dzhizak region,"Uzbekistan, 130100, Dzhizak region, Jizak, avenue SHARAF RASHIDOV, 115",jizzakh@asakabank.uz,https://www.yellowpages.uz/en/company/asaka-bank-stock-commerce-bank-dzhizak-branch
10. ASAKA BANK STOCK COMMERCE BANK ZARAFSHAN BRANCH,Navoi region,"Uzbekistan, 210300, Navoi region, Zarafshan, micro-district 4, 22 А",zarafshan@asakabank.uz,https://www.yellowpages.uz/en/company/asaka-bank-stock-commerce-bank-zarafshan-branch
11. ASAKA BANK STOCK COMMERCE BANK KARAKALPAK BRANCH,Republic of Karakalpakstan,"Uzbekistan, 230100, Republic of Karakalpakstan, Nukus, street KARAKALPAKSTAN, 2",nukus@asakabank.uz,https://www.yellowpages.uz/en/company/asaka-bank-stock-commerce-bank-karakalpak-branch
12. ASAKA BANK STOCK COMMERCE BANK KASHKADARYA BRANCH,Kashkadarya region,"Uzbekistan, 180000, Kashkadarya region, Karshi, street MUSTAKILLIK, 32 А",karshi@asakabank.uz,https://www.yellowpages.uz/en/company/asaka-bank-stock-commerce-bank-kashkadarya-branch
13. ASAKA BANK STOCK COMMERCE BANK KOKAND BRANCH,Fergana region,"Uzbekistan, 150700, Fergana region, Kokand, street ISTIKLOL, 25",kokand@asakabank.uz,https://www.yellowpages.uz/en/company/asaka-bank-stock-commerce-bank-kokand-branch
14. ASAKA BANK STOCK COMMERCE BANK NAVOI BRANCH,Navoi region,"Uzbekistan, 210100, Navoi region, Navoi, street AMIR TEMUR, 2 А",navoi@asakabank.uz,https://www.yellowpages.uz/en/company/asaka-bank-stock-commerce-bank-navoi-branch
15. ASAKA BANK STOCK COMMERCE BANK NAMANGHAN BRANCH,Namangan region,"Uzbekistan, 116008, Namangan region, Namangan, street NAVOI, 27",namangan@asakabank.uz,https://www.yellowpages.uz/en/company/asaka-bank-stock-commerce-bank-namanghan-branch
16. ASAKA BANK STOCK COMMERCE BANK NURAFSHON BRANCH,Tashkent region,"Uzbekistan, 111500, Tashkent region, Nurafshon, street TOSHKENT YULI, 50",nurafshan@asakabank.uz,https://www.yellowpages.uz/en/company/asaka-bank-stock-commerce-bank-nurafshon-branch
17. ASAKA BANK STOCK COMMERCE BANK POYTAKHT BRANCH,Tashkent region,"Uzbekistan, 100025, Tashkent region, Tashkent, Yakkasaray district, street KUSHBEGI, 29",poytakht@asakabank.uz,https://www.yellowpages.uz/en/company/asaka-bank-stock-commerce-bank-poytakht-branch
18. ASAKA BANK STOCK COMMERCE BANK SAMARKAND BRANCH,Samarkand region,"Uzbekistan, 140157, Samarkand region, Samarkand, square KUK-SAROY, 7",samarkand@asakabank.uz,https://www.yellowpages.uz/en/company/asaka-bank-stock-commerce-bank-samarkand-branch
19. ASAKA BANK STOCK COMMERCE BANK SERGELI BRANCH,Tashkent region,"Uzbekistan, 100209, Tashkent region, Tashkent, Sergeli district, massif SERGELI-4, 39",sergeli@asakabank.uz,https://www.yellowpages.uz/en/company/asaka-bank-stock-commerce-bank-sergeli-branch
20. ASAKA BANK STOCK COMMERCE BANK SURKHANDARYA BRANCH,Surkhan-Darya region,"Uzbekistan, Surkhan-Darya region, Termez, street NAVOI, 45 A",termiz@asakabank.uz,https://www.yellowpages.uz/en/company/asaka-bank-stock-commerce-bank-surkhandarya-branch
21. ASAKA BANK STOCK COMMERCE BANK SIR-DARYA BRANCH,Sir-Darya region,"Uzbekistan, 120100, Sir-Darya region, Gulistan, street KHONDAMIR, 17",gulistan@asakabank.uz,https://www.yellowpages.uz/en/company/asaka-bank-stock-commerce-bank-sir-darya-branch
22. ASAKA BANK STOCK COMMERCE BANK TASHKENT CITY BRANCH,Tashkent region,"Uzbekistan, 100025, Tashkent region, Tashkent, Yakkasaray district, street ABDULLA KAHHAR, 73",toshkentshahar@asakabank.uz,https://www.yellowpages.uz/en/company/asaka-bank-stock-commerce-bank-tashkent-city-branch
23. ASAKA BANK STOCK COMMERCE BANK FERGANA BRANCH,Fergana region,"Uzbekistan, 150117, Fergana region, Fergana, street NAVOI, 1",fergana@asakabank.uz,https://www.yellowpages.uz/en/company/asaka-bank-stock-commerce-bank-fergana-branch
24. ASAKA BANK STOCK COMMERCE BANK KHAZARASP BRANCH,Khorezm region,"Uzbekistan, 220700, Khorezm region, Xazarasp, street MEZON, 119",khazarasp@asakabank.uz,https://www.yellowpages.uz/en/company/asaka-bank-stock-commerce-bank-khazarasp-branch
25. ASAKA BANK STOCK COMMERCE BANK KHOREZM BRANCH,Khorezm region,"Uzbekistan, 220100, Khorezm region, Urgench, street BAKHODIRHON, 184 B",urganch@asakabank.uz,https://www.yellowpages.uz/en/company/asaka-bank-stock-commerce-bank-khorezm-branch
26. ASAKA BANK STOCK COMMERCE BANK SHAYKHANTAKHUR BRANCH,Tashkent region,"Uzbekistan, 100100, Tashkent region, Tashkent, Shaykhantakhur district, street FURKAT, 9",shaykhantahur@asakabank.uz,https://www.yellowpages.uz/en/company/asaka-bank-stock-commerce-bank-shaykhantakhur-branch
27. ASAKA BANK STOCK COMMERCE BANK YUNUSABAD BRANCH,Tashkent region,"Uzbekistan, 100093, Tashkent region, Tashkent, Yunusabad district, massif YUNUSABAD-2, 8",yunusobod@asakabank.uz,https://www.yellowpages.uz/en/company/asaka-bank-stock-commerce-bank-yunusabad-branch
28. ASSOCIATION OF BANKS OF UZBEKISTAN,Tashkent region,"Uzbekistan, 100027, Tashkent region, Tashkent, Shaykhantakhur district, street KORATOSH, 1, office 15",office@uba.uz,https://www.yellowpages.uz/en/company/association-of-banks-of-uzbekistan
29. WORLD BANK REPRESENTATIVE OFFICE,Tashkent region,"Uzbekistan, 100084, Tashkent region, Tashkent, Yunusabad district, avenue AMIR TEMUR, 107 B, floor 15",tashkent@worldbank.org,https://www.yellowpages.uz/en/company/world-bank-representative-office
"30. Garant Bank"" banking service center Bek - Baraka",Tashkent region,"Uzbekistan, 111800, Tashkent region, Zangiata region, street IKBOL",info@garantbank.uz,https://www.yellowpages.uz/en/company/garant-bank-banking-services-center-bek-baraka
"31. Garant Bank"" Almaz banking service office STOCK COMPANY",Tashkent region,"Uzbekistan, 100021, Tashkent region, Tashkent, Shaykhantakhur district, street LAILITUGON, 1",info@garantbank.uz,https://www.yellowpages.uz/en/company/garant-bank-stock-company-shaykhantakhur-branch
"32. Garant Bank"" Gazalkent banking service office STOCK COMPANY",Tashkent region,"Uzbekistan, 100000, Tashkent region, Bostanlik region, , street ЛУТФИЙ, 3",info@garantbank.uz,https://www.yellowpages.uz/en/company/garant-bank-stock-company-buka-branch
"33. Garant Bank"" banking service office of Andijan city STOCK COMPANY",Andizhan region,"Uzbekistan, 170120, Andizhan region, Andijan , street BAYNALMINAL, 2",info@garantbank.uz,https://www.yellowpages.uz/en/company/garant-bank-stock-company-andizhan-regional-branch
"34. Garant Bank"" banking service office of the city of Bukhara STOCK COMPANY",Bukhara region,"Uzbekistan, 130500, Bukhara region, Bukhara, street IBN SINO, 39",info@garantbank.uz,https://www.yellowpages.uz/en/company/garant-bank-stock-company-dustlik-branch
"35. Garant Bank"" banking service office of Samarkand city STOCK COMPANY",Samarkand region,"Uzbekistan, 100000, Samarkand region, Samarkand, street NAVOI, 59 А",info@garantbank.uz,https://www.yellowpages.uz/en/company/garant-bank-stock-company-samarkand-regional-branch
"36. Garant Bank"" banking service office of the city of Urgench STOCK COMPANY",Khorezm region,"Uzbekistan, 100000, Khorezm region, Urgench, street PAKHLAVON MAKHMUD, 182 А",info@garantbank.uz,https://www.yellowpages.uz/en/company/garant-bank-stock-company-khorezm-regional-branch
"37. Garant Bank"" banking service office of Fergana city STOCK COMPANY",Fergana region,"Uzbekistan, 150100, Fergana region, Fergana, street PAKHLAVON MAKHMUD, 7",info@garantbank.uz,https://www.yellowpages.uz/en/company/garant-bank-stock-company-fergana-regional-branch
"38. Garant Bank"" banking service center Jambay",Samarkand region,"Uzbekistan, 100000, Samarkand region, Djambay, street ЗЕБИНИСО, 2",info@garantbank.uz,https://www.yellowpages.uz/en/company/garant-bank-banking-service-center-jambay
"39. Garant Bank"" Zangiata banking service office STOCK COMPANY",Tashkent region,"Uzbekistan, 100000, Tashkent region, Eshonguzar, street MUSTAKILLIK, 4",info@garantbank.uz,https://www.yellowpages.uz/en/company/garant-bank-stock-company-zangiata-branch
"40. Garant Bank"" Ishtikhon banking service office STOCK COMPANY",Samarkand region,"Uzbekistan, 100000, Samarkand region, Ishtyhan, street SAMARKAND, 47",info@garantbank.uz,https://www.yellowpages.uz/en/company/garant-bank-stock-company-ishtikhan-branch
"41. Garant Bank"" banking service office Ulugbek STOCK COMPANY",Samarkand region,"Uzbekistan, 140330, Samarkand region, Samarkand, street REGISTAN, 34",info@garantbank.uz,https://www.yellowpages.uz/en/company/garant-bank-stock-company-kashakadarya-regional-branch
"42. Garant Bank"" banking service office University STOCK COMPANY",Tashkent region,"Uzbekistan, 100000, Tashkent region, Kibray, 2",info@garantbank.uz,https://www.yellowpages.uz/en/company/garant-bank-stock-company-namangan-regional-branch
"43. Garant Bank""banking service office Urgut STOCK COMPANY",Samarkand region,"Uzbekistan, 100060, Samarkand region, Urgut, street NAVOI, 4",info@garantbank.uz,https://www.yellowpages.uz/en/company/garant-bank-stock-company-with-the-participation-of-foreign-capital
"44. Garant Bank"" Chinor banking service office STOCK COMPANY",Tashkent region,"Uzbekistan, 100047, Tashkent region, Tashkent, Yunusabad district, street MATBUOTCHILAR, 17",info@garantbank.uz,https://www.yellowpages.uz/en/company/garant-bank-stock-company-tashkent-city-branch
"45. Garant Bank"" banking service office Yangi hayot STOCK COMPANY",Tashkent region,"Uzbekistan, 100102, Tashkent region, Tashkent, ЯНГИ ТУРМИШ, 21",info@garantbank.uz,https://www.yellowpages.uz/en/company/garant-bank-stock-company-navoi-regional-branch
"46. Garant Bank"" branch of Jizzakh city STOCK COMPANY",Dzhizak region,"Uzbekistan, 100000, Dzhizak region, Jizak, avenue SHARAF RASHIDOV, 1",info@garantbank.uz,https://www.yellowpages.uz/en/company/garant-bank-stock-company-turtkul-branch
"47. Garant Bank"" Kibray branch STOCK COMPANY",Tashkent region,"Uzbekistan, 100031, Tashkent region, Kibray, street ZEBUNISO, 2",info@garantbank.uz,https://www.yellowpages.uz/en/company/garant-bank-stock-company-kibray-branch
"48. Garant Bank"" banking service center Gumbaz",Tashkent region,"Uzbekistan, 100000, Tashkent region, Tashkent, Yashnabad district, street OHANGRABO, 7",info@garantbank.uz,https://www.yellowpages.uz/en/company/garant-bank-ao-centr-bankovskih-uslug-gumbaz
"49. Garant Bank"" banking service center Dustlik",Dzhizak region,"Uzbekistan, 100000, Dzhizak region, Jizak, street MUSTAKILLIK, 41",info@garantbank.uz,https://www.yellowpages.uz/en/company/garant-bank-banking-service-center-dustlik
"50. Garant Bank"" banking service office Sogdiana",Samarkand region,"Uzbekistan, 100000, Samarkand region, Samarkand, street NAVOI, 2",info@garantbank.uz,https://www.yellowpages.uz/en/company/garant-bank-banking-services-center-sogdiana
"51. Garant Bank"" banking services center Temir yul",Samarkand region,"Uzbekistan, 140107, Samarkand region, Samarkand, street BEDIL, 17",info@garantbank.uz,https://www.yellowpages.uz/en/company/garant-bank-banking-services-center-temir-yul
"52. Garant Bank"" banking service office Chelak STOCK COMPANY",Samarkand region,"Uzbekistan, 141324, Samarkand region, Chelek, 2",info@garantbank.uz,https://www.yellowpages.uz/en/company/garant-bank-stock-company-rishtan-branch
"53. Garant Bank"" banking servic center Chirchik",Tashkent region,"Uzbekistan, 111700, Tashkent region, Chirchik, street NAVOI, 1",info@garantbank.uz,https://www.yellowpages.uz/en/company/garant-bank-banking-service-center-chirchik
54. IPAK YULI STOCK INVESTMENT COMMERCE BANK,Tashkent region,"Uzbekistan, 100017, Tashkent region, Tashkent, Yunusabad district, street ABDULLA KADIRIY, 2",info@ipakyulibank.uz,https://www.yellowpages.uz/en/company/ipak-yuli-stock-investment-commerce-bank-tashkent
55. IPAK YULI STOCK INVESTMENT COMMERCE BANK ANDIZHAN BRANCH,Andizhan region,"Uzbekistan, 170100, Andizhan region, Andijan , street ISTIKLOL, 35",info@ipakyulibank.uz,https://www.yellowpages.uz/en/company/ipak-yuli-stock-investment-commerce-bank-andizhan-branch
56. IPAK YULI STOCK INVESTMENT COMMERCE BANK BUKHARA BRANCH,Bukhara region,"Uzbekistan, 200104, Bukhara region, Bukhara, street BAKHOUDDIN NAKSHBANDI, 252",info@ipakyulibank.uz,https://www.yellowpages.uz/en/company/ipak-yuli-stock-investment-commerce-bank-bukhara-branch
57. IPAK YULI STOCK INVESTMENT COMMERCE BANK KARSHI BRANCH,Kashkadarya region,"Uzbekistan, 180100, Kashkadarya region, Karshi, street MUSTAKILLIK, 18",info@ipakyulibank.uz,https://www.yellowpages.uz/en/company/ipak-yuli-stock-investment-commerce-bank-karshi-branch
58. IPAK YULI STOCK INVESTMENT COMMERCE BANK MIRABAD BRANCH,Tashkent region,"Uzbekistan, 100015, Tashkent region, Tashkent, Mirabad district, street MIRABAD, 25 А",info@ipakyulibank.uz,https://www.yellowpages.uz/en/company/ipak-yuli-stock-investment-commerce-bank-mirabad-branch
59. IPAK YULI STOCK INVESTMENT COMMERCE BANK MIRZO-ULUGBEK BRANCH,Tashkent region,"Uzbekistan, 100000, Tashkent region, Tashkent, Mirzo-Ulugbek district, street KHAMID ALIMDJAN, 5",info@ipakyulibank.uz,https://www.yellowpages.uz/en/company/ipak-yuli-stock-investment-commerce-bank-mirzo-ulugbek-branch
60. IPAK YULI STOCK INVESTMENT COMMERCE BANK NAVOI BRANCH,Navoi region,"Uzbekistan, 220100, Navoi region, Navoi, 18",info@ipakyulibank.uz,https://www.yellowpages.uz/en/company/ipak-yuli-stock-investment-commerce-bank-navoi-branch
61. IPAK YULI STOCK INVESTMENT COMMERCE BANK NAMANGAN BRANCH,Namangan region,"Uzbekistan, 160130, Namangan region, Namangan, street GALABA, 2",info@ipakyulibank.uz,https://www.yellowpages.uz/en/company/ipak-yuli-stock-investment-commerce-bank-namangan-branch
62. IPAK YULI STOCK INVESTMENT COMMERCE BANK REGIONAL UMAR BRANCH,Samarkand region,"Uzbekistan, 140120, Samarkand region, Samarkand, 14",info@ipakyulibank.uz,https://www.yellowpages.uz/en/company/ipak-yuli-stock-investment-commerce-bank-regional-umar-branch
63. IPAK YULI STOCK INVESTMENT COMMERCE BANK URIKZAR BRANCH,Tashkent region,"Uzbekistan, 100210, Tashkent region, Tashkent, Uchtepa district, massif URIKZAR, URIKZAR"" market,""O'RIKZOR"" bozori,,""Узбекистан, 100210, ТАШКЕНТ, УЧТЕПИНСКИЙ р-н, м-в УРИКЗОР, рынок ""УРИКЗАР"". , O'zbekiston, 100210, TOSHKENT, UCH-TEPA tumani, O'RIKZOR daha, рынок ""УРИКЗАР"".",info@ipakyulibank.uz,https://www.yellowpages.uz/en/company/ipak-yuli-stock-investment-commerce-bank-urikzar-branch
64. IPAK YULI STOCK INVESTMENT COMMERCE BANK FERGANA BRANCH,Fergana region,"Uzbekistan, 150117, Fergana region, Fergana, street KOMUS, 26",info@ipakyulibank.uz,https://www.yellowpages.uz/en/company/ipak-yuli-stock-investment-commerce-bank-fergana-branch
65. IPAK YULI STOCK INVESTMENT COMMERCE BANK BRANCH SAGBON,Tashkent region,"Uzbekistan, 100002, Tashkent region, Tashkent, Almazar district, street SAGBAN, 1",info@ipakyulibank.uz,https://www.yellowpages.uz/en/company/ipak-yuli-stock-investment-commerce-bank-branch-sagbon
66. IPAK YULI STOCK INVESTMENT COMMERCE BANK CHILANZAR BRANCH,Tashkent region,"Uzbekistan, 1000135, Tashkent region, Tashkent, Chilanzar district, street FARKHAD, 12 А",info@ipakyulibank.uz,https://www.yellowpages.uz/en/company/ipak-yuli-stock-investment-commerce-bank-chilanzar-branch
67. IPAK YULI STOCK INVESTMENT COMMERCE BANK SHAYKHANTAHUR BRANCH,Tashkent region,"Uzbekistan, 100021, Tashkent region, Tashkent, Shaykhantakhur district, avenue NAVOI, 25",info@ipakyulibank.uz,https://www.yellowpages.uz/en/company/ipak-yuli-stock-investment-commerce-bank-shaykhantahur-branch
68. IPAK YULI STOCK INVESTMENT COMMERCE BANK SHAKHRISABS BRANCH,Kashkadarya region,"Uzbekistan, 181306, Kashkadarya region, Shakhrisabz, street PILLAKASHLIK, 21",info@ipakyulibank.uz,https://www.yellowpages.uz/en/company/ipak-yuli-stock-investment-commerce-bank-shakhrisabs-branch
69. IPAK YULI STOCK INVESTMENT COMMERCE BANK EXPRESS-CENTER AKHMAD DONISH,Tashkent region,"Uzbekistan, 100037, Tashkent region, Tashkent, Yunusabad district, massif YUNUSABAD-11, 7, appartment 3",info@ipakyulibank.uz,https://www.yellowpages.uz/en/company/ipak-yuli-stock-investment-commerce-bank-express-center-akhmad-donish
70. IPAK YULI STOCK INVESTMENT COMMERCE BANK EXPRESS-CENTER BEK TUPI,Tashkent region,"Uzbekistan, 100208, Tashkent region, Tashkent, Chilanzar district, street TOSHKENT KHALKA AVTOMOBIL YOLI, 10",info@ipakyulibank.uz,https://www.yellowpages.uz/en/company/ipak-yuli-stock-investment-commerce-bank-express-center-bek-tupi
71. IPAK YULI STOCK INVESTMENT COMMERCE BANK EXPRESS-CENTER JOMIY,Tashkent region,"Uzbekistan, 100057, Tashkent region, Tashkent, Almazar district, street USTA SHIRIN, 125",info@ipakyulibank.uz,https://www.yellowpages.uz/en/company/ipak-yuli-stock-investment-commerce-bank-express-center-jomiy
72. IPAK YULI STOCK INVESTMENT COMMERCE BANK EXPRESS-CENTER KUYLYUK,Tashkent region,"Uzbekistan, Tashkent region, Tashkent, Yashnabad district, street FARGONA YULI, 539",info@ipakyulibank.uz,https://www.yellowpages.uz/en/company/ipak-yuli-stock-investment-commerce-bank-express-center-kuylyuk
73. IPAK YULI STOCK INVESTMENT COMMERCE BANK EXPRESS-CENTER MARKAZ,Tashkent region,"Uzbekistan, Tashkent region, Tashkent, Mirabad district, avenue AMIR TEMUR, 47",info@ipakyulibank.uz,https://www.yellowpages.uz/en/company/ipak-yuli-stock-investment-commerce-bank-express-center-markaz
74. IPAK YULI STOCK INVESTMENT COMMERCE BANK EXPRESS-CENTER OSIYO,Tashkent region,"Uzbekistan, 100077, Tashkent region, Tashkent, Mirzo-Ulugbek district, 77",info@ipakyulibank.uz,https://www.yellowpages.uz/en/company/ipak-yuli-stock-investment-commerce-bank-express-center-osiyo
75. IPAK YULI STOCK INVESTMENT COMMERCE BANK EXPRESS-CENTER SEVEROVOSTOK,Tashkent region,"Uzbekistan, 100125, Tashkent region, Tashkent, Mirzo-Ulugbek district, avenue MIRZO ULUGBEK, 89",info@ipakyulibank.uz,https://www.yellowpages.uz/en/company/ipak-yuli-stock-investment-commerce-bank-express-center-severovostok
76. IPAK YULI STOCK INVESTMENT COMMERCE BANK EXPRESS-CENTER SERGELI,Tashkent region,"Uzbekistan, Tashkent region, Tashkent, Sergeli district, massif SERGELI-8A",info@ipakyulibank.uz,https://www.yellowpages.uz/en/company/ipak-yuli-stock-investment-commerce-bank-express-center-sergeli
77. IPAK YULI STOCK INVESTMENT COMMERCE BANK EXPRESS-CENTER STROYGOROD,Tashkent region,"Uzbekistan, 100210, Tashkent region, Tashkent, Uchtepa district, massif URIKZAR",info@ipakyulibank.uz,https://www.yellowpages.uz/en/company/ipak-yuli-stock-investment-commerce-bank-express-center-stroygorod
78. IPAK YULI STOCK INVESTMENT COMMERCE BANK EXPRESS-CENTER UCHTEPA,Tashkent region,"Uzbekistan, Tashkent region, Tashkent, Uchtepa district, street FARKHAD, 10 A",info@ipakyulibank.uz,https://www.yellowpages.uz/en/company/ipak-yuli-stock-investment-commerce-bank-express-center-uchtepa
79. IPAK YULI STOCK INVESTMENT COMMERCE BANK EXPRESS-CENTER CHBB,Tashkent region,"Uzbekistan, 100161, Tashkent region, Tashkent, Chilanzar district, avenue BUNYODKOR, 156 A",info@ipakyulibank.uz,https://www.yellowpages.uz/en/company/ipak-yuli-stock-investment-commerce-bank-express-center-chbb
80. IPAK YULI STOCK INVESTMENT COMMERCE BANK EXPRESS-CENTER YASHNOBOD,Tashkent region,"Uzbekistan, 100047, Tashkent region, Tashkent, Yashnabad district, street PARKENT, 172",info@ipakyulibank.uz,https://www.yellowpages.uz/en/company/ipak-yuli-stock-investment-commerce-bank-express-center-yashnobod
81. IPAK YULI STOCK INVESTMENT COMMERCE BANK YAKKASARAY BRANCH,Tashkent region,"Uzbekistan, 100100, Tashkent region, Tashkent, Yakkasaray district, street SHOTA RUSTAVELI, 65",info@ipakyulibank.uz,https://www.yellowpages.uz/en/company/ipak-yuli-stock-investment-commerce-bank-yakkasaray-branch
82. IPAK YULI STOCK INVESTMENT COMMERCE BANK YANGIYUL BRANCH,Tashkent region,"Uzbekistan, 112000, Tashkent region, Yangiyul, street SAMARKAND, 146",info@ipakyulibank.uz,https://www.yellowpages.uz/en/company/ipak-yuli-stock-investment-commerce-bank-yangiyul-branch
83. IPOTEKA BANK ACIB,Tashkent region,"Uzbekistan, 100000, Tashkent region, Tashkent, Mirzo-Ulugbek district, street SHAKHRISABZ, 30",info@ipotekabank.uz,https://www.yellowpages.uz/en/company/ipoteka-bank-acib-tashkent-mirzo-ulugbek
84. IPOTEKA-BANK ACIB ALMAZAR BRANCH,Tashkent region,"Uzbekistan, 100174, Tashkent region, Tashkent, Almazar district, 5",info@ipotekabank.uz,https://www.yellowpages.uz/en/company/ipoteka-bank-acib-almazar-branch
85. IPOTEKA BANK ACIB ALMALYK BRANCH,Tashkent region,"Uzbekistan, 102400, Tashkent region, Almalyk, street FAKHRIYLAR, 27",info@ipotekabank.uz,https://www.yellowpages.uz/en/company/ipoteka-bank-acib-almalyk-branch
